tid,relationship,related_tid,targrel_id
120498,OVERLAPS WITH,119432,495042
120498,OVERLAPS WITH,120200,495043
120498,OVERLAPS WITH,120203,495044
120498,OVERLAPS WITH,120202,495046
120498,OVERLAPS WITH,120205,495047
120498,OVERLAPS WITH,120204,495048
120498,OVERLAPS WITH,120207,495049
120498,OVERLAPS WITH,120206,495050
120498,OVERLAPS WITH,120208,495052
120498,OVERLAPS WITH,120211,495053
120498,OVERLAPS WITH,120210,495054
120498,OVERLAPS WITH,120213,495055
120498,OVERLAPS WITH,120212,495056
120498,OVERLAPS WITH,120215,495057
120498,OVERLAPS WITH,120214,495058
120498,OVERLAPS WITH,120217,495059
120498,OVERLAPS WITH,120216,495060
120498,OVERLAPS WITH,120219,495061
120498,OVERLAPS WITH,120221,495063
120498,OVERLAPS WITH,120220,495064
120498,OVERLAPS WITH,120223,495065
120498,OVERLAPS WITH,120222,495066
120498,OVERLAPS WITH,120225,495067
120498,OVERLAPS WITH,120224,495068
120498,OVERLAPS WITH,120227,495069
120498,OVERLAPS WITH,120226,495070
120498,OVERLAPS WITH,120228,495072
120498,OVERLAPS WITH,120231,495073
120498,OVERLAPS WITH,120230,495074
120498,OVERLAPS WITH,120233,495075
120498,OVERLAPS WITH,119720,495076
120498,OVERLAPS WITH,120232,495077
120498,OVERLAPS WITH,119467,495078
120498,OVERLAPS WITH,120235,495079
120498,OVERLAPS WITH,120234,495080
120498,OVERLAPS WITH,119466,495081
120498,OVERLAPS WITH,120493,495082
120498,OVERLAPS WITH,119469,495083
120498,OVERLAPS WITH,120237,495084
120498,OVERLAPS WITH,120236,495085
120498,OVERLAPS WITH,120492,495086
120498,OVERLAPS WITH,120239,495087
120498,OVERLAPS WITH,120495,495088
120498,OVERLAPS WITH,119470,495089
120498,OVERLAPS WITH,120494,495090
120498,OVERLAPS WITH,120238,495091
120498,OVERLAPS WITH,120241,495092
120498,OVERLAPS WITH,120497,495093
120498,OVERLAPS WITH,120496,495094
120498,OVERLAPS WITH,120240,495095
120498,OVERLAPS WITH,120243,495096
120498,OVERLAPS WITH,120499,495097
120498,OVERLAPS WITH,120242,495098
120498,OVERLAPS WITH,120501,495099
120498,OVERLAPS WITH,116917,495100
120498,OVERLAPS WITH,120245,495101
120498,OVERLAPS WITH,120244,495102
120498,OVERLAPS WITH,120500,495103
120498,OVERLAPS WITH,120247,495104
120498,OVERLAPS WITH,120502,495105
120498,OVERLAPS WITH,120246,495106
120498,OVERLAPS WITH,120249,495107
120498,OVERLAPS WITH,120248,495108
120498,OVERLAPS WITH,120250,495109
120498,OVERLAPS WITH,121021,495110
120498,OVERLAPS WITH,121023,495111
120498,OVERLAPS WITH,121022,495112
120498,OVERLAPS WITH,121025,495113
120498,OVERLAPS WITH,121024,495114
120498,OVERLAPS WITH,121027,495115
120498,OVERLAPS WITH,121026,495116
120498,OVERLAPS WITH,121029,495117
120498,OVERLAPS WITH,121028,495118
120498,OVERLAPS WITH,120516,495119
120498,OVERLAPS WITH,121031,495120
120498,OVERLAPS WITH,121030,495121
120498,OVERLAPS WITH,121032,495122
120498,OVERLAPS WITH,121040,495123
120498,OVERLAPS WITH,121042,495125
120498,OVERLAPS WITH,121045,495126
120498,OVERLAPS WITH,121044,495127
120498,OVERLAPS WITH,121047,495129
120498,OVERLAPS WITH,121046,495130
120498,SUPERSET OF,108000,495131
120498,OVERLAPS WITH,121060,495132
120498,SUPERSET OF,116734,495133
120501,OVERLAPS WITH,119847,495134
120501,OVERLAPS WITH,119846,495135
120501,OVERLAPS WITH,119849,495136
120501,OVERLAPS WITH,119848,495137
120501,OVERLAPS WITH,119851,495138
120501,OVERLAPS WITH,120619,495139
120501,OVERLAPS WITH,119850,495140
120501,OVERLAPS WITH,120618,495141
120501,OVERLAPS WITH,120621,495142
120501,OVERLAPS WITH,119853,495143
120501,OVERLAPS WITH,119852,495144
120501,OVERLAPS WITH,120620,495145
120501,OVERLAPS WITH,120623,495146
120501,OVERLAPS WITH,120622,495147
120501,OVERLAPS WITH,120625,495148
120501,OVERLAPS WITH,120624,495149
120501,OVERLAPS WITH,117043,495150
120501,OVERLAPS WITH,120627,495151
120501,OVERLAPS WITH,120626,495152
120501,OVERLAPS WITH,120628,495153
120501,OVERLAPS WITH,120121,495154
120501,OVERLAPS WITH,120120,495155
120501,OVERLAPS WITH,120122,495156
120501,OVERLAPS WITH,118333,495157
120501,OVERLAPS WITH,120124,495158
120501,OVERLAPS WITH,118334,495160
120501,SUPERSET OF,100417,495161
120501,OVERLAPS WITH,118357,495163
120501,OVERLAPS WITH,118356,495164
120501,OVERLAPS WITH,118359,495165
120501,OVERLAPS WITH,118358,495166
120501,OVERLAPS WITH,118361,495167
120501,OVERLAPS WITH,118360,495168
120501,OVERLAPS WITH,118363,495169
120501,OVERLAPS WITH,118362,495170
120501,OVERLAPS WITH,118365,495171
120501,OVERLAPS WITH,118364,495172
120501,OVERLAPS WITH,118367,495173
120501,OVERLAPS WITH,118366,495174
120501,OVERLAPS WITH,118369,495175
120501,OVERLAPS WITH,118368,495176
120501,OVERLAPS WITH,119395,495177
120501,OVERLAPS WITH,119397,495178
120501,OVERLAPS WITH,119396,495179
120501,OVERLAPS WITH,119399,495180
120501,OVERLAPS WITH,119398,495181
120501,OVERLAPS WITH,119401,495182
120501,OVERLAPS WITH,119400,495183
120501,OVERLAPS WITH,118376,495184
120501,OVERLAPS WITH,119403,495185
120501,OVERLAPS WITH,119402,495186
120501,OVERLAPS WITH,119405,495187
120501,OVERLAPS WITH,119404,495188
120501,OVERLAPS WITH,119407,495189
120501,OVERLAPS WITH,119406,495190
120501,OVERLAPS WITH,119409,495191
120501,OVERLAPS WITH,119408,495192
120501,OVERLAPS WITH,119411,495193
120501,SUBSET OF,118387,495194
120501,SUBSET OF,118386,495195
120501,OVERLAPS WITH,119410,495196
120501,OVERLAPS WITH,118389,495197
120501,OVERLAPS WITH,119413,495198
120501,OVERLAPS WITH,119412,495199
120501,OVERLAPS WITH,118388,495200
120501,OVERLAPS WITH,119415,495201
120501,OVERLAPS WITH,105079,495202
120501,OVERLAPS WITH,119414,495203
120501,OVERLAPS WITH,119417,495204
120501,OVERLAPS WITH,119416,495205
120501,OVERLAPS WITH,119419,495206
120501,OVERLAPS WITH,119418,495207
120501,OVERLAPS WITH,119421,495208
120501,OVERLAPS WITH,119420,495209
120501,OVERLAPS WITH,119423,495210
120501,OVERLAPS WITH,119422,495211
120501,OVERLAPS WITH,119425,495212
120501,OVERLAPS WITH,119424,495213
120501,OVERLAPS WITH,119427,495214
120501,OVERLAPS WITH,119426,495215
120501,OVERLAPS WITH,119429,495216
120501,OVERLAPS WITH,119428,495217
120501,OVERLAPS WITH,119431,495218
120501,OVERLAPS WITH,119430,495219
120501,OVERLAPS WITH,120201,495220
120501,OVERLAPS WITH,119433,495221
120501,OVERLAPS WITH,119432,495222
120501,OVERLAPS WITH,120200,495223
120501,OVERLAPS WITH,120203,495224
120501,OVERLAPS WITH,120202,495226
120501,OVERLAPS WITH,120205,495227
120501,OVERLAPS WITH,120204,495228
120501,OVERLAPS WITH,120207,495229
120501,OVERLAPS WITH,120206,495230
120501,OVERLAPS WITH,120208,495232
120501,OVERLAPS WITH,120211,495233
120501,OVERLAPS WITH,120210,495234
120501,OVERLAPS WITH,120213,495235
120501,OVERLAPS WITH,120212,495236
120501,OVERLAPS WITH,120215,495237
120501,OVERLAPS WITH,120214,495238
120501,OVERLAPS WITH,120217,495239
120501,OVERLAPS WITH,120216,495240
120501,OVERLAPS WITH,120219,495241
120501,OVERLAPS WITH,120221,495243
120501,OVERLAPS WITH,120220,495244
120501,OVERLAPS WITH,120223,495245
120501,OVERLAPS WITH,120222,495246
120501,OVERLAPS WITH,120225,495247
120501,OVERLAPS WITH,120224,495248
120501,OVERLAPS WITH,120227,495249
120501,OVERLAPS WITH,120226,495250
120501,OVERLAPS WITH,119460,495252
120501,OVERLAPS WITH,120228,495253
120501,OVERLAPS WITH,120231,495254
120501,OVERLAPS WITH,120230,495255
120501,OVERLAPS WITH,120233,495256
120501,OVERLAPS WITH,119720,495257
120501,OVERLAPS WITH,120232,495258
120501,OVERLAPS WITH,119467,495259
120501,OVERLAPS WITH,120235,495260
120501,OVERLAPS WITH,120234,495261
120501,OVERLAPS WITH,119466,495262
120501,OVERLAPS WITH,120493,495263
120501,OVERLAPS WITH,119469,495264
120501,OVERLAPS WITH,120237,495265
120501,OVERLAPS WITH,120236,495266
120501,OVERLAPS WITH,120492,495267
120501,OVERLAPS WITH,120239,495268
120501,OVERLAPS WITH,120495,495269
120501,OVERLAPS WITH,119470,495270
120501,OVERLAPS WITH,120494,495271
120501,OVERLAPS WITH,120238,495272
120501,OVERLAPS WITH,120241,495273
120501,OVERLAPS WITH,120497,495274
120501,OVERLAPS WITH,120496,495275
120501,OVERLAPS WITH,120240,495276
120501,OVERLAPS WITH,120243,495277
120501,OVERLAPS WITH,120499,495278
120501,OVERLAPS WITH,120498,495279
120501,OVERLAPS WITH,120242,495280
120501,OVERLAPS WITH,116917,495281
120501,OVERLAPS WITH,120245,495282
120501,OVERLAPS WITH,120244,495283
120501,OVERLAPS WITH,120500,495284
120501,OVERLAPS WITH,120247,495285
120501,OVERLAPS WITH,120502,495286
120501,OVERLAPS WITH,120246,495287
120501,OVERLAPS WITH,120249,495288
120501,OVERLAPS WITH,120248,495289
120501,OVERLAPS WITH,120250,495290
120501,OVERLAPS WITH,121021,495291
120501,OVERLAPS WITH,121023,495292
120501,OVERLAPS WITH,121022,495293
120501,OVERLAPS WITH,121025,495295
120501,OVERLAPS WITH,121024,495296
120501,OVERLAPS WITH,121027,495297
120501,OVERLAPS WITH,121026,495298
120501,OVERLAPS WITH,121029,495299
120501,OVERLAPS WITH,121028,495300
120501,OVERLAPS WITH,120516,495301
120501,OVERLAPS WITH,121031,495302
120501,OVERLAPS WITH,121030,495303
120501,OVERLAPS WITH,121032,495304
120501,OVERLAPS WITH,120269,495305
120501,SUPERSET OF,116734,495307
108139,OVERLAPS WITH,117060,495308
108139,OVERLAPS WITH,116999,495309
108139,OVERLAPS WITH,117001,495310
108139,OVERLAPS WITH,117000,495311
108139,SUPERSET OF,101035,495312
108139,OVERLAPS WITH,117067,495313
108139,OVERLAPS WITH,117002,495314
108139,OVERLAPS WITH,120266,495315
108139,OVERLAPS WITH,120786,495317
108139,SUPERSET OF,100217,495318
108139,OVERLAPS WITH,119422,495320
108140,OVERLAPS WITH,105744,495321
108140,OVERLAPS WITH,120304,495322
108140,OVERLAPS WITH,119715,495323
108140,OVERLAPS WITH,119397,495324
108140,SUPERSET OF,100948,495325
108140,SUPERSET OF,9,495326
108140,OVERLAPS WITH,119464,495327
108140,OVERLAPS WITH,104942,495328
105200,SUBSET OF,120217,495335
105493,SUBSET OF,117061,495336
107598,SUBSET OF,107940,495337
107598,SUBSET OF,118313,495338
107599,SUBSET OF,107940,495339
106715,EQUIVALENT TO,106714,495340
109704,SUPERSET OF,10055,495341
109704,OVERLAPS WITH,120268,495342
109704,SUPERSET OF,102431,495343
108145,SUPERSET OF,105168,495345
108145,SUPERSET OF,103156,495346
108145,OVERLAPS WITH,117188,495347
121132,OVERLAPS WITH,117120,495348
121132,OVERLAPS WITH,104704,495349
121132,OVERLAPS WITH,118275,495350
121132,OVERLAPS WITH,118277,495351
121132,OVERLAPS WITH,118276,495352
121132,OVERLAPS WITH,104774,495353
121132,OVERLAPS WITH,104905,495354
121132,OVERLAPS WITH,104904,495355
121132,OVERLAPS WITH,104712,495356
121132,SUPERSET OF,74,495357
121132,OVERLAPS WITH,105038,495358
121132,OVERLAPS WITH,118295,495359
121132,OVERLAPS WITH,117721,495360
121132,SUPERSET OF,104921,495361
121132,OVERLAPS WITH,121050,495363
121132,SUPERSET OF,221,495364
121132,OVERLAPS WITH,105121,495365
121132,OVERLAPS WITH,105059,495366
121132,SUPERSET OF,104291,495367
121132,SUPERSET OF,12770,495368
121132,SUBSET OF,104688,495369
121132,SUPERSET OF,104757,495370
121132,SUPERSET OF,117115,495371
121132,SUPERSET OF,119355,495372
121132,OVERLAPS WITH,117114,495373
121132,OVERLAPS WITH,119357,495374
121132,OVERLAPS WITH,117116,495375
121132,OVERLAPS WITH,105087,495376
121132,OVERLAPS WITH,104703,495377
121132,OVERLAPS WITH,104702,495378
121132,OVERLAPS WITH,119358,495379
106709,SUPERSET OF,117799,495380
106709,SUPERSET OF,104330,495381
109701,SUBSET OF,119702,495387
105712,SUBSET OF,105708,495388
105721,SUBSET OF,105708,495390
109446,SUBSET OF,109646,495404
108020,SUBSET OF,120601,495407
108020,SUBSET OF,120600,495408
108020,SUBSET OF,120603,495409
108020,SUBSET OF,120602,495410
108020,SUBSET OF,120605,495411
108020,SUBSET OF,120604,495412
108020,SUBSET OF,120607,495413
108020,SUBSET OF,120606,495414
108020,SUBSET OF,120609,495415
108020,SUBSET OF,120608,495416
108020,SUBSET OF,120611,495417
108020,SUBSET OF,120610,495418
108020,SUBSET OF,120613,495419
108020,SUBSET OF,120612,495420
108020,SUBSET OF,120615,495421
108020,SUBSET OF,120614,495422
108020,SUBSET OF,120616,495424
108020,SUBSET OF,119855,495425
108020,SUBSET OF,119857,495426
108020,SUBSET OF,119856,495427
108020,SUBSET OF,119859,495428
108020,SUBSET OF,119858,495429
108020,SUBSET OF,119861,495430
108020,SUBSET OF,119860,495431
108020,SUBSET OF,119863,495432
108020,SUBSET OF,119862,495433
108020,SUBSET OF,119865,495434
108020,SUBSET OF,119864,495435
108020,SUBSET OF,120124,495436
108020,SUBSET OF,118348,495437
108020,SUBSET OF,118371,495438
108020,SUBSET OF,118370,495439
108020,SUBSET OF,118373,495440
108020,SUBSET OF,118372,495441
108020,SUBSET OF,118375,495442
108020,SUBSET OF,118374,495443
108020,SUBSET OF,118377,495444
108020,SUBSET OF,118379,495445
108020,SUBSET OF,118378,495446
108020,SUBSET OF,118381,495447
108020,SUBSET OF,118380,495448
108020,SUBSET OF,108414,495449
108020,SUBSET OF,119441,495450
108020,SUBSET OF,119443,495451
108020,SUBSET OF,119442,495452
108020,SUBSET OF,119445,495453
108020,SUBSET OF,119444,495454
108020,SUBSET OF,119447,495455
108020,SUBSET OF,119446,495456
108020,SUBSET OF,119449,495457
108020,SUBSET OF,119448,495458
108020,SUBSET OF,119451,495459
108020,SUBSET OF,119450,495460
108020,SUBSET OF,119453,495461
108020,SUBSET OF,119452,495462
108020,SUBSET OF,119455,495463
108020,SUBSET OF,119454,495464
108020,SUBSET OF,119457,495465
108020,SUBSET OF,119456,495466
108020,SUBSET OF,119459,495467
108020,SUBSET OF,119715,495468
108020,SUBSET OF,119458,495469
108020,SUBSET OF,119461,495470
108020,SUBSET OF,119460,495471
108020,SUBSET OF,119462,495472
108020,SUBSET OF,119468,495473
108020,SUBSET OF,119471,495474
108020,SUBSET OF,119472,495475
108020,SUBSET OF,120251,495476
108020,SUBSET OF,120253,495477
108020,SUBSET OF,120252,495478
108020,SUBSET OF,120255,495479
108020,SUBSET OF,120254,495480
108020,SUBSET OF,120256,495482
108020,SUBSET OF,120259,495483
108020,SUBSET OF,120258,495484
108020,SUBSET OF,120261,495485
108020,SUBSET OF,120260,495486
108020,SUBSET OF,120263,495487
108020,SUBSET OF,120262,495488
108020,SUBSET OF,121033,495489
108020,SUBSET OF,120265,495490
108020,SUBSET OF,120264,495491
108020,SUBSET OF,121035,495492
108020,SUBSET OF,120267,495493
108020,SUBSET OF,120266,495494
108020,SUBSET OF,121034,495495
108020,SUBSET OF,120269,495496
108020,SUBSET OF,121037,495497
108020,SUBSET OF,120268,495498
108020,SUBSET OF,121036,495499
108020,SUBSET OF,120271,495500
108020,SUBSET OF,121039,495501
108020,SUBSET OF,120270,495502
108020,SUBSET OF,121038,495503
108020,SUBSET OF,121041,495504
108020,SUBSET OF,121040,495505
108020,SUBSET OF,120790,495506
108020,SUBSET OF,121062,495507
109457,SUBSET OF,117734,495509
109457,SUBSET OF,105734,495510
106205,SUPERSET OF,11181,495517
105598,SUBSET OF,117077,495526
105598,SUBSET OF,120519,495527
100129,SUBSET OF,105738,495535
100129,SUBSET OF,119454,495536
117694,OVERLAPS WITH,120608,495543
117694,OVERLAPS WITH,104677,495544
117694,SUPERSET OF,103732,495545
117694,SUPERSET OF,117033,495546
117694,SUPERSET OF,108138,495549
117694,SUPERSET OF,103165,495550
117701,SUPERSET OF,20071,495551
117708,OVERLAPS WITH,117179,495553
117708,SUPERSET OF,20139,495554
117714,OVERLAPS WITH,105747,495556
117714,OVERLAPS WITH,118306,495557
117714,SUPERSET OF,103142,495558
117717,OVERLAPS WITH,117719,495559
117717,OVERLAPS WITH,117735,495560
117717,OVERLAPS WITH,117718,495561
117717,SUPERSET OF,12714,495563
117719,OVERLAPS WITH,117184,495564
117719,OVERLAPS WITH,117717,495565
117719,OVERLAPS WITH,117735,495567
117719,OVERLAPS WITH,117718,495568
117721,OVERLAPS WITH,117121,495570
117721,OVERLAPS WITH,104704,495571
117721,OVERLAPS WITH,118275,495572
117721,OVERLAPS WITH,117122,495573
117721,OVERLAPS WITH,104774,495574
117721,SUBSET OF,104905,495575
117721,OVERLAPS WITH,104904,495576
117721,OVERLAPS WITH,104712,495577
117721,SUPERSET OF,74,495578
117721,OVERLAPS WITH,118288,495579
117721,OVERLAPS WITH,118295,495580
117721,OVERLAPS WITH,109656,495581
117721,OVERLAPS WITH,117727,495582
117721,OVERLAPS WITH,105121,495583
117721,OVERLAPS WITH,104291,495584
117721,SUPERSET OF,11881,495585
117721,OVERLAPS WITH,121132,495586
117721,SUBSET OF,104688,495587
117721,OVERLAPS WITH,104757,495588
117721,OVERLAPS WITH,119355,495589
117721,OVERLAPS WITH,117114,495590
117721,OVERLAPS WITH,117117,495591
117721,OVERLAPS WITH,105087,495592
117721,SUBSET OF,104703,495593
117721,OVERLAPS WITH,117119,495594
117721,OVERLAPS WITH,117118,495595
117721,OVERLAPS WITH,104702,495596
117726,OVERLAPS WITH,104848,495597
117726,SUPERSET OF,12865,495598
117726,SUPERSET OF,104835,495599
117726,SUPERSET OF,104821,495600
117726,SUBSET OF,119767,495601
117726,SUPERSET OF,12102,495602
117726,SUPERSET OF,12103,495603
117726,SUBSET OF,104824,495604
117726,OVERLAPS WITH,117725,495605
117726,OVERLAPS WITH,107932,495606
117726,SUBSET OF,104302,495607
117727,OVERLAPS WITH,117121,495608
117727,OVERLAPS WITH,104704,495609
117727,OVERLAPS WITH,117122,495610
117727,OVERLAPS WITH,118277,495611
117727,OVERLAPS WITH,104774,495612
117727,OVERLAPS WITH,104905,495613
117727,OVERLAPS WITH,104904,495614
117727,OVERLAPS WITH,104712,495615
117727,OVERLAPS WITH,118288,495616
117727,OVERLAPS WITH,118295,495617
117727,OVERLAPS WITH,117721,495618
117727,SUPERSET OF,12056,495619
117727,OVERLAPS WITH,109656,495620
117727,OVERLAPS WITH,105121,495621
117727,SUPERSET OF,11881,495622
117727,OVERLAPS WITH,104688,495623
117727,SUPERSET OF,11191,495624
117727,OVERLAPS WITH,119357,495625
117727,OVERLAPS WITH,117117,495626
117727,OVERLAPS WITH,119356,495627
117727,OVERLAPS WITH,117119,495628
117727,OVERLAPS WITH,104703,495629
117727,OVERLAPS WITH,117118,495630
117727,OVERLAPS WITH,104702,495631
117743,SUPERSET OF,117587,495632
117743,SUPERSET OF,101108,495633
117752,SUPERSET OF,101568,495635
117752,OVERLAPS WITH,108144,495636
117752,OVERLAPS WITH,104998,495637
117752,SUPERSET OF,103039,495638
117752,SUPERSET OF,101567,495639
115502,SUBSET OF,116903,495640
119849,OVERLAPS WITH,119847,495648
119849,OVERLAPS WITH,119846,495649
119849,OVERLAPS WITH,119848,495650
119849,OVERLAPS WITH,119851,495651
119849,OVERLAPS WITH,120619,495652
119849,OVERLAPS WITH,119850,495653
119849,OVERLAPS WITH,120618,495654
119849,OVERLAPS WITH,120621,495655
119849,OVERLAPS WITH,119853,495656
119849,OVERLAPS WITH,119852,495657
119849,OVERLAPS WITH,120620,495658
119849,OVERLAPS WITH,120623,495659
119849,OVERLAPS WITH,120622,495660
119849,OVERLAPS WITH,120625,495661
119849,OVERLAPS WITH,120624,495662
119849,OVERLAPS WITH,120627,495663
119849,OVERLAPS WITH,120626,495664
119849,OVERLAPS WITH,120628,495665
119849,OVERLAPS WITH,120121,495666
119849,OVERLAPS WITH,120120,495667
119849,OVERLAPS WITH,120122,495668
119849,OVERLAPS WITH,118333,495669
119849,OVERLAPS WITH,120124,495670
119849,OVERLAPS WITH,118334,495672
119849,OVERLAPS WITH,118357,495674
119849,OVERLAPS WITH,118356,495675
119849,OVERLAPS WITH,118359,495676
119849,OVERLAPS WITH,118358,495677
119849,OVERLAPS WITH,118361,495678
119849,OVERLAPS WITH,118360,495679
119849,OVERLAPS WITH,118363,495680
119849,OVERLAPS WITH,118362,495681
119849,OVERLAPS WITH,118365,495682
119849,OVERLAPS WITH,118364,495683
119849,OVERLAPS WITH,118367,495684
119849,OVERLAPS WITH,118366,495685
119849,OVERLAPS WITH,118369,495686
119849,OVERLAPS WITH,118368,495688
119849,OVERLAPS WITH,119395,495689
119849,OVERLAPS WITH,119397,495690
119849,OVERLAPS WITH,119396,495691
119849,OVERLAPS WITH,119399,495692
119849,OVERLAPS WITH,119398,495693
119849,OVERLAPS WITH,119401,495694
119849,OVERLAPS WITH,119400,495695
119849,OVERLAPS WITH,118376,495696
119849,OVERLAPS WITH,119403,495697
119849,OVERLAPS WITH,119402,495698
119849,OVERLAPS WITH,119405,495699
119849,OVERLAPS WITH,119404,495700
119849,OVERLAPS WITH,119407,495701
119849,OVERLAPS WITH,119406,495702
119849,OVERLAPS WITH,119409,495703
119849,OVERLAPS WITH,119408,495704
119849,OVERLAPS WITH,119411,495705
119849,OVERLAPS WITH,118387,495706
119849,OVERLAPS WITH,118386,495707
119849,OVERLAPS WITH,119410,495708
119849,OVERLAPS WITH,118389,495709
119849,OVERLAPS WITH,119413,495710
119849,OVERLAPS WITH,119412,495711
119849,OVERLAPS WITH,118388,495712
119849,OVERLAPS WITH,119415,495713
119849,OVERLAPS WITH,119414,495714
119849,OVERLAPS WITH,119417,495715
119849,OVERLAPS WITH,119416,495716
119849,OVERLAPS WITH,119419,495717
119849,OVERLAPS WITH,119418,495718
119849,OVERLAPS WITH,119421,495719
119849,OVERLAPS WITH,119420,495720
119849,OVERLAPS WITH,119423,495721
119849,SUPERSET OF,12670,495722
119849,OVERLAPS WITH,119422,495723
119849,OVERLAPS WITH,119425,495724
119849,OVERLAPS WITH,119424,495725
119849,OVERLAPS WITH,119427,495726
119849,OVERLAPS WITH,119426,495727
119849,OVERLAPS WITH,119429,495728
119849,OVERLAPS WITH,119428,495729
119849,OVERLAPS WITH,119431,495730
119849,OVERLAPS WITH,119430,495731
119849,OVERLAPS WITH,120201,495732
119849,OVERLAPS WITH,119433,495733
119849,OVERLAPS WITH,119432,495734
119849,OVERLAPS WITH,120200,495735
119849,OVERLAPS WITH,120203,495736
119849,OVERLAPS WITH,120202,495738
119849,OVERLAPS WITH,120205,495739
119849,OVERLAPS WITH,120204,495740
119849,OVERLAPS WITH,120207,495741
119849,OVERLAPS WITH,120206,495742
119849,OVERLAPS WITH,120208,495744
119849,OVERLAPS WITH,120211,495745
119849,OVERLAPS WITH,120210,495746
119849,OVERLAPS WITH,120213,495747
119849,OVERLAPS WITH,120212,495748
119849,OVERLAPS WITH,120215,495749
119849,OVERLAPS WITH,120214,495750
119849,OVERLAPS WITH,120217,495751
119849,OVERLAPS WITH,120216,495752
119849,OVERLAPS WITH,120219,495753
119849,OVERLAPS WITH,120221,495755
119849,OVERLAPS WITH,119452,495756
119849,OVERLAPS WITH,120220,495757
119849,OVERLAPS WITH,120223,495758
119849,OVERLAPS WITH,120222,495759
119849,OVERLAPS WITH,120225,495760
119849,OVERLAPS WITH,120224,495761
119849,OVERLAPS WITH,120227,495762
119849,OVERLAPS WITH,120226,495763
119849,OVERLAPS WITH,120228,495765
119849,OVERLAPS WITH,120231,495766
119849,OVERLAPS WITH,120230,495767
119849,OVERLAPS WITH,120233,495768
119849,OVERLAPS WITH,119720,495769
119849,OVERLAPS WITH,120232,495770
119849,OVERLAPS WITH,119467,495771
119849,OVERLAPS WITH,120235,495772
119849,OVERLAPS WITH,120234,495773
119849,OVERLAPS WITH,119466,495774
119849,OVERLAPS WITH,120493,495775
119849,OVERLAPS WITH,119469,495776
119849,OVERLAPS WITH,120237,495777
119849,OVERLAPS WITH,120236,495778
119849,OVERLAPS WITH,120492,495779
119849,OVERLAPS WITH,120239,495780
119849,OVERLAPS WITH,120495,495781
119849,OVERLAPS WITH,119470,495782
119849,OVERLAPS WITH,120494,495783
119849,OVERLAPS WITH,120238,495784
119849,OVERLAPS WITH,120241,495785
119849,OVERLAPS WITH,120497,495786
119849,OVERLAPS WITH,120496,495787
119849,OVERLAPS WITH,120240,495788
119849,OVERLAPS WITH,120243,495789
119849,OVERLAPS WITH,120499,495790
119849,OVERLAPS WITH,120498,495791
119849,OVERLAPS WITH,120242,495792
119849,OVERLAPS WITH,120501,495793
119849,OVERLAPS WITH,116917,495794
119849,OVERLAPS WITH,120245,495795
119849,OVERLAPS WITH,120244,495796
119849,OVERLAPS WITH,120500,495797
119849,OVERLAPS WITH,120247,495798
119849,OVERLAPS WITH,120502,495799
119849,OVERLAPS WITH,120246,495800
119849,OVERLAPS WITH,120249,495801
119849,OVERLAPS WITH,120248,495802
119849,OVERLAPS WITH,120250,495803
119849,OVERLAPS WITH,121021,495804
119849,OVERLAPS WITH,121023,495805
119849,OVERLAPS WITH,121022,495806
119849,OVERLAPS WITH,121025,495807
119849,OVERLAPS WITH,121024,495808
119849,OVERLAPS WITH,121027,495809
119849,OVERLAPS WITH,121026,495810
119849,OVERLAPS WITH,121029,495811
119849,OVERLAPS WITH,121028,495812
119849,OVERLAPS WITH,120516,495813
119849,OVERLAPS WITH,121031,495814
119849,OVERLAPS WITH,121030,495815
119849,OVERLAPS WITH,121032,495816
119849,SUPERSET OF,116734,495818
119858,OVERLAPS WITH,120601,495819
119858,OVERLAPS WITH,120600,495820
119858,OVERLAPS WITH,120603,495821
119858,OVERLAPS WITH,120602,495822
119858,OVERLAPS WITH,120605,495823
119858,OVERLAPS WITH,120604,495824
119858,OVERLAPS WITH,120607,495825
119858,OVERLAPS WITH,120606,495826
119858,OVERLAPS WITH,120609,495827
119858,OVERLAPS WITH,120608,495828
119858,OVERLAPS WITH,120611,495829
119858,OVERLAPS WITH,120610,495830
119858,OVERLAPS WITH,120613,495831
119858,OVERLAPS WITH,120612,495832
119858,OVERLAPS WITH,120615,495833
119858,OVERLAPS WITH,120614,495834
119858,OVERLAPS WITH,120616,495836
119858,OVERLAPS WITH,119855,495837
119858,OVERLAPS WITH,119857,495838
119858,OVERLAPS WITH,119856,495839
119858,OVERLAPS WITH,119859,495840
119858,OVERLAPS WITH,119861,495841
119858,OVERLAPS WITH,119860,495842
119858,OVERLAPS WITH,119863,495843
119858,OVERLAPS WITH,119862,495844
119858,OVERLAPS WITH,119865,495845
119858,OVERLAPS WITH,119864,495846
119858,OVERLAPS WITH,120124,495847
119858,OVERLAPS WITH,118334,495848
119858,OVERLAPS WITH,118348,495849
119858,SUPERSET OF,120150,495850
119858,OVERLAPS WITH,118371,495851
119858,OVERLAPS WITH,118370,495852
119858,OVERLAPS WITH,118373,495853
119858,OVERLAPS WITH,118372,495854
119858,OVERLAPS WITH,118375,495855
119858,OVERLAPS WITH,118374,495856
119858,OVERLAPS WITH,118377,495857
119858,OVERLAPS WITH,118379,495858
119858,OVERLAPS WITH,118378,495859
119858,OVERLAPS WITH,118381,495860
119858,OVERLAPS WITH,118380,495861
119858,OVERLAPS WITH,108414,495862
