prod_pat_id,product_id,patent_no,patent_expire_date,drug_substance_flag,drug_product_flag,patent_use_code,delist_flag,submission_date
22448,PRODUCT_206947_002,10259791,2035-08-26,1,0,,0,2019-05-13
22449,PRODUCT_020911_001,10022509,2031-05-18,0,1,,0,2018-08-13
22450,PRODUCT_207921_001,10086156,2031-05-18,0,1,,0,2018-10-16
22451,PRODUCT_210598_001,9765028,2030-07-14,1,0,,0,2019-05-31
22452,PRODUCT_210563_002,7514444,2026-12-28,1,1,,0,2018-03-06
22454,PRODUCT_022437_001,10166181,2029-06-30,0,1,,0,2019-01-25
22455,PRODUCT_209863_001,8562564,2026-01-24,0,1,,0,2018-10-24
22456,PRODUCT_210632_003,9782376,2036-12-01,0,1,,0,2019-06-11
22457,PRODUCT_203168_001,10085958,2032-11-19,0,1,,0,2018-10-15
22458,PRODUCT_022203_002,9919050,2025-11-22,0,1,,0,2018-03-29
22459,PRODUCT_208799_001,10022510,2031-05-18,0,1,,0,2018-08-13
22460,PRODUCT_210563_003,8697711,2026-12-28,1,1,,0,2018-03-06
22463,PRODUCT_209311_005,9498447,2032-03-23,0,1,,0,2018-09-07
22464,PRODUCT_208079_001,9877974,2030-08-31,0,1,U-1858,0,2018-02-15
22465,PRODUCT_209310_001,7951130,2024-03-12,0,0,U-2272,0,2018-04-26
22466,PRODUCT_209115_001,8859562,2031-08-04,0,0,U-2273,0,2016-12-21
22467,PRODUCT_208780_002,8609701,2029-04-22,0,0,U-2065,0,2018-03-08
22471,PRODUCT_207932_003,9901539,2032-12-21,0,0,U-1556,0,2018-03-28
22472,PRODUCT_207932_004,9901539,2032-12-21,0,0,U-1556,0,2018-03-28
22473,PRODUCT_207932_007,9901539,2032-12-21,0,0,U-1556,0,2018-03-28
22474,PRODUCT_207533_001,9452131,2035-03-19,0,0,U-2402,0,2016-10-05
22475,PRODUCT_202834_001,6949571,2024-06-08,1,1,U-2429,0,2012-11-19
22476,PRODUCT_210365_001,9956185,2035-06-17,0,0,U-2425,0,2018-10-25
22477,PRODUCT_208276_003,9713599,2024-12-16,0,0,U-2036,0,2018-11-02
22479,PRODUCT_211349_001,9487491,2030-07-28,0,0,U-2456,0,2018-12-18
22480,PRODUCT_206911_001,8778999,2029-08-07,0,1,U-1834,0,2016-05-05
22481,PRODUCT_022291_003,7795293,2023-05-21,0,0,U-2451,0,
22483,PRODUCT_202810_002,10220042,2027-04-13,0,0,U-2501,0,2019-03-28
22484,PRODUCT_205677_001,9855241,2033-01-25,0,0,U-2149,0,2018-01-18
22485,PRODUCT_208780_002,8592462,2029-04-22,0,0,U-2063,0,2018-03-08
22486,PRODUCT_208780_002,7816383,2030-01-08,0,0,U-2050,0,2018-03-08
22487,PRODUCT_210913_001,8980839,2033-08-23,0,1,U-1483,0,2018-08-17
22488,PRODUCT_209521_002,8318706,2031-05-01,1,1,U-2405,0,2018-10-12
22489,PRODUCT_210563_001,8999999,2031-06-03,0,0,U-2241,0,2018-03-06
22491,PRODUCT_210563_001,9801881,2031-06-03,0,0,U-2242,0,2018-03-06
22492,PRODUCT_210563_001,8497277,2026-12-28,0,0,U-2241,0,2018-03-06
22493,PRODUCT_210563_001,8497277,2026-12-28,0,0,U-1456,0,2018-03-06
22494,PRODUCT_210563_001,9814721,2031-06-03,0,0,U-1947,0,2018-03-06
22495,PRODUCT_210563_002,8497277,2026-12-28,0,0,U-1946,0,2018-03-06
22496,PRODUCT_210563_002,8497277,2026-12-28,0,0,U-1650,0,2018-03-06
22497,PRODUCT_210563_002,8703780,2026-12-28,0,0,U-2242,0,2018-03-06
22498,PRODUCT_210563_002,9125889,2031-06-03,0,0,U-1650,0,2018-03-06
22499,PRODUCT_210563_002,9801881,2031-06-03,0,0,U-2242,0,2018-03-06
22500,PRODUCT_210563_002,8952015,2026-12-28,0,0,U-1946,0,2018-03-06
22501,PRODUCT_210563_002,8952015,2026-12-28,0,0,U-1491,0,2018-03-06
22502,PRODUCT_210563_002,8952015,2026-12-28,0,0,U-2241,0,2018-03-06
22503,PRODUCT_210563_002,8952015,2026-12-28,0,0,U-1456,0,2018-03-06
22504,PRODUCT_210563_002,8476284,2026-12-28,0,0,U-1650,0,2018-03-06
22505,PRODUCT_210563_003,9801883,2031-06-03,0,0,U-2159,0,2018-03-06
22506,PRODUCT_210563_003,8952015,2026-12-28,0,0,U-2242,0,2018-03-06
22508,PRODUCT_210563_003,8476284,2026-12-28,0,0,U-1650,0,2018-03-06
22509,PRODUCT_210563_003,8476284,2026-12-28,0,0,U-1946,0,2018-03-06
22510,PRODUCT_210563_001,8952015,2026-12-28,0,0,U-1946,0,2018-03-06
22511,PRODUCT_210563_004,8952015,2026-12-28,0,0,U-1491,0,2018-03-06
22513,PRODUCT_210563_004,8703780,2026-12-28,0,0,U-2242,0,2018-03-06
22514,PRODUCT_210563_004,8999999,2031-06-03,0,0,U-1946,0,2018-03-06
22516,PRODUCT_207202_001,9125939,2026-07-28,0,0,U-1749,0,2017-12-12
22517,PRODUCT_207202_002,9125939,2026-07-28,0,0,U-1749,0,2017-12-12
22518,PRODUCT_207202_003,9125939,2026-07-28,0,0,U-1749,0,2017-12-12
22520,PRODUCT_209410_002,8574626,2025-11-28,0,1,U-20,0,2018-03-01
22521,PRODUCT_209299_002,9266912,2026-01-19,0,0,U-2294,0,2018-05-16
22522,PRODUCT_205552_002,10004746,2031-06-03,0,0,U-2241,0,2018-07-16
22523,PRODUCT_208627_001,8802714,2024-06-18,0,0,U-2346,0,2018-08-09
22524,PRODUCT_210563_003,10004746,2031-06-03,0,0,U-1946,0,2018-07-17
22526,PRODUCT_209637_001,8129343,2031-12-05,1,1,U-2202,0,2017-12-20
22527,PRODUCT_203188_001,8629162,2025-06-24,0,0,U-2234,0,2018-02-22
22530,PRODUCT_020866_001,9700555,2032-04-30,0,1,U-2185,0,2017-12-18
22535,PRODUCT_205437_001,9724330,2023-03-19,0,0,U-1595,0,2018-07-19
22536,PRODUCT_022517_001,9919025,2023-05-07,0,0,U-2326,0,2018-07-19
22537,PRODUCT_022517_001,9220747,2023-05-07,0,0,U-2326,0,2018-07-19
22538,PRODUCT_022517_001,9504647,2023-05-07,0,1,U-2326,0,2018-07-19
22540,PRODUCT_208051_001,10035788,2028-10-15,0,0,U-2043,0,2018-08-03
22541,PRODUCT_205422_001,9839637,2026-04-12,0,1,U-1529,0,2018-01-09
22542,PRODUCT_205422_004,9839637,2026-04-12,0,1,U-543,0,2018-01-09
22543,PRODUCT_205422_005,9839637,2026-04-12,0,1,U-543,0,2018-01-09
22544,PRODUCT_209092_001,9868739,2031-11-09,0,0,U-2355,0,2018-06-05
22545,PRODUCT_209092_001,9416136,2029-08-20,0,0,U-2356,0,2017-04-03
22548,PRODUCT_208623_001,9095584,2029-02-12,0,0,U-2371,0,2018-09-05
22549,PRODUCT_209483_001,10064875,2030-08-31,0,1,U-1408,0,2018-09-10
22550,PRODUCT_210361_001,10052267,2028-10-17,0,1,U-2398,0,2018-09-20
22551,PRODUCT_210361_001,9259414,2033-02-28,0,0,U-2398,0,2018-09-20
22552,PRODUCT_209311_003,8916588,2032-03-23,0,0,U-2357,0,2018-09-13
22553,PRODUCT_209311_004,9034902,2032-03-23,0,0,U-2357,0,2018-09-13
22554,PRODUCT_020866_001,9993474,2032-04-30,0,0,U-2387,0,2018-09-12
22555,PRODUCT_020866_001,9993474,2032-04-30,0,0,U-2392,0,2018-09-12
22556,PRODUCT_207233_002,9808468,2035-03-31,0,0,U-2160,0,2017-11-22
22557,PRODUCT_203858_003,9861622,2025-03-07,0,0,U-1316,0,2018-02-05
22558,PRODUCT_208010_001,9943530,2027-02-02,0,0,U-2274,0,2018-05-01
22559,PRODUCT_203312_001,9901640,2028-12-26,0,1,U-219,0,2018-02-28
22560,PRODUCT_208692_002,10039757,2031-07-18,0,0,U-1480,0,2018-09-06
22561,PRODUCT_208692_003,10039757,2031-07-18,0,0,U-1480,0,2018-09-06
22563,PRODUCT_210922_001,8822668,2029-04-15,0,1,U-2378,0,2018-09-06
22565,PRODUCT_205552_002,8497277,2026-12-28,0,0,U-1456,0,2018-01-19
22566,PRODUCT_210563_001,8563563,2027-04-26,0,0,U-2242,0,2018-03-06
22567,PRODUCT_205552_002,9540382,2033-08-18,0,0,U-1650,0,2018-01-19
22568,PRODUCT_204958_001,9925265,2029-05-13,0,0,U-2260,0,2018-04-11
22569,PRODUCT_020866_001,9895422,2030-06-07,0,0,U-2283,0,2018-05-07
22570,PRODUCT_205739_003,9925212,2033-10-08,0,0,U-1766,0,2018-04-20
22573,PRODUCT_204629_001,9949998,2034-06-11,0,0,U-2290,0,2018-05-15
22574,PRODUCT_203415_001,9126941,2026-05-15,0,0,U-2345,0,2015-10-07
22575,PRODUCT_208065_002,9732058,2032-07-25,1,1,U-2289,0,2017-08-29
22576,PRODUCT_204708_001,9861631,2031-03-25,0,0,U-1428,0,2018-01-25
22581,PRODUCT_202714_003,7491704,2025-04-14,0,0,U-2319,0,2018-06-20
22582,PRODUCT_209115_001,7531530,2024-07-23,0,0,U-2273,0,2016-12-21
22585,PRODUCT_212038_002,10111839,2035-10-30,0,0,U-2357,0,2019-03-08
22586,PRODUCT_212038_004,10111839,2035-10-30,0,0,U-2357,0,2019-03-08
22587,PRODUCT_212038_005,10111839,2035-10-30,0,0,U-2357,0,2019-03-08
22588,PRODUCT_209410_003,10213394,2038-02-15,0,0,U-2497,0,2019-03-13
22589,PRODUCT_209806_003,8080580,2030-07-13,1,1,U-2214,0,2018-01-16
22590,PRODUCT_209819_001,9827241,2031-06-06,0,1,U-2174,0,2017-12-13
22591,PRODUCT_209819_001,9498432,2031-06-06,0,1,U-2179,0,2017-12-13
22592,PRODUCT_209819_001,9782402,2031-06-06,0,1,U-2207,0,2017-12-13
22593,PRODUCT_209819_001,8921387,2032-01-06,0,1,U-2174,0,2017-12-13
22594,PRODUCT_209819_001,8921387,2032-01-06,0,1,U-2173,0,2017-12-13
22595,PRODUCT_209819_002,9782402,2031-06-06,0,1,U-2180,0,2017-12-13
22596,PRODUCT_209805_002,8080580,2030-07-13,1,1,U-2214,0,2018-01-16
22597,PRODUCT_209805_002,9439901,2030-10-21,0,0,U-2214,0,2018-01-16
22598,PRODUCT_208944_001,9867791,2030-12-02,0,0,U-2106,0,2018-01-16
22599,PRODUCT_208944_002,9867793,2030-12-02,0,0,U-2106,0,2018-01-16
22600,PRODUCT_209819_002,9782402,2031-06-06,0,1,U-2207,0,2017-12-13
22601,PRODUCT_208944_002,9867791,2030-12-02,0,0,U-2106,0,2018-01-16
22602,PRODUCT_209819_002,9272044,2031-06-06,0,0,U-2178,0,2017-12-13
22603,PRODUCT_210563_003,9296753,2033-10-30,1,0,,0,2018-03-06
22605,PRODUCT_210563_002,9725455,2033-06-03,1,0,,0,2018-03-06
22606,PRODUCT_209637_001,10220155,2026-07-17,0,1,,0,2019-04-04
22607,PRODUCT_207202_004,7978064,2026-09-14,0,1,,0,2017-12-12
22609,PRODUCT_210874_001,9616028,2030-11-12,0,1,,0,2019-05-24
22610,PRODUCT_208276_003,9593066,2028-12-15,1,0,,0,2018-11-02
22612,PRODUCT_207202_001,8545402,2030-04-27,0,1,,0,2017-12-12
22613,PRODUCT_210655_001,9180197,2028-02-13,0,1,,0,2018-07-31
22614,PRODUCT_208901_001,9272046,2033-06-21,0,1,,0,2018-12-18
22615,PRODUCT_209863_002,8562564,2026-01-24,0,1,,0,2018-10-24
22616,PRODUCT_206406_001,10166190,2028-05-30,0,1,,0,2019-02-14
22617,PRODUCT_206353_001,10039718,2032-10-06,0,1,,0,2018-09-05
22618,PRODUCT_209354_001,10251895,2036-06-06,0,1,,0,2019-04-26
22619,PRODUCT_208144_001,8293742,2030-07-14,0,0,U-2222,0,2018-01-26
22621,PRODUCT_202880_005,10322120,2033-07-25,0,1,,0,2019-07-17
22622,PRODUCT_209816_001,8383610,2030-09-23,1,0,,0,2019-07-23
22623,PRODUCT_208742_001,8409606,2030-05-14,0,1,,0,2019-01-30
22624,PRODUCT_211225_001,8399450,2027-11-20,1,1,,0,2019-08-02
22625,PRODUCT_211358_002,8754224,2026-12-28,1,1,,0,2018-09-06
22627,PRODUCT_211358_001,9216969,2026-11-08,0,1,,0,2018-09-06
22628,PRODUCT_210906_002,10130646,2037-07-25,0,1,,0,2018-11-20
22630,PRODUCT_207202_005,9258035,2029-03-05,0,1,,0,2017-12-12
22633,PRODUCT_206829_001,10125149,2035-08-14,0,1,,0,2018-11-28
22634,PRODUCT_205552_001,10294231,2033-06-03,0,1,,0,2019-05-23
22637,PRODUCT_207202_006,8718193,2029-12-05,0,1,,0,2017-12-12
22638,PRODUCT_209128_001,8945592,2031-07-29,0,1,,0,2018-11-28
22639,PRODUCT_210491_001,8410274,2026-12-28,0,1,,0,2018-03-09
22640,PRODUCT_208780_003,10188637,2037-03-28,0,1,,0,2019-02-25
22641,PRODUCT_210563_004,9655857,2036-03-03,0,1,,0,2018-03-06
22643,PRODUCT_210563_004,8008309,2027-11-13,1,1,,0,2018-03-06
22644,PRODUCT_208313_005,9241948,2033-07-01,0,1,,0,2018-07-25
22647,PRODUCT_206406_003,10166190,2028-05-30,0,1,,0,2019-02-14
22648,PRODUCT_207202_004,9149577,2029-12-15,0,1,,0,2017-12-12
22649,PRODUCT_202811_002,8802628,2031-10-30,0,1,,0,2014-08-19
22650,PRODUCT_207202_002,9119554,2028-12-16,0,1,,0,2017-12-12
22651,PRODUCT_207078_002,8802152,2032-04-19,1,0,,0,2018-06-12
22652,PRODUCT_021829_004,10130589,2030-12-22,0,1,,0,2018-11-30
22654,PRODUCT_022517_002,7947654,2023-12-29,0,1,,0,2018-07-25
22655,PRODUCT_205580_001,9265831,2031-01-28,0,1,,0,2018-08-01
22656,PRODUCT_022272_002,10369109,2023-06-16,0,1,,0,2019-08-09
22658,PRODUCT_022036_001,9907780,2028-04-11,0,1,,0,2018-03-26
22661,PRODUCT_210923_001,9427402,2031-09-29,0,1,,0,2018-08-07
22664,PRODUCT_210874_004,7919598,2029-12-16,1,0,,0,2019-05-24
22665,PRODUCT_202834_002,8772497,2026-07-01,1,0,,0,2014-08-06
22666,PRODUCT_208564_001,9289382,2032-11-21,0,1,,0,2018-06-19
22667,PRODUCT_209311_001,9498447,2032-03-23,0,1,,0,2018-09-07
22668,PRODUCT_021272_003,10076505,2024-12-16,0,1,,0,2018-10-01
22669,PRODUCT_207202_006,8017615,2024-06-16,0,1,,0,2017-12-12
22670,PRODUCT_210132_001,8987237,2032-11-21,0,1,,0,2018-11-19
22671,PRODUCT_209381_001,8999313,2033-09-10,0,1,,0,2018-05-24
22672,PRODUCT_205422_001,7888362,2026-04-12,1,0,,1,2015-07-17
22673,PRODUCT_209637_001,9775953,2026-07-17,0,1,,0,2017-12-20
22674,PRODUCT_202880_003,10322120,2033-07-25,0,1,,0,2019-07-17
22675,PRODUCT_204026_001,9993467,2030-05-19,0,1,,0,2018-07-11
22676,PRODUCT_207078_001,8802152,2032-04-19,1,0,,0,2018-06-12
22678,PRODUCT_207202_002,9258035,2029-03-05,0,1,,0,2017-12-12
22679,PRODUCT_205422_005,7888362,2026-04-12,1,0,,1,2015-07-23
22680,PRODUCT_207155_001,10040872,2034-01-30,0,1,,0,2018-09-06
22681,PRODUCT_207202_005,8017615,2024-06-16,0,1,,0,2017-12-12
22682,PRODUCT_203752_001,9833419,2028-07-10,0,1,,0,2017-12-14
22683,PRODUCT_207202_003,9149577,2029-12-15,0,1,,0,2017-12-12
22684,PRODUCT_202788_002,10016403,2027-01-25,0,1,,0,2018-08-10
22685,PRODUCT_208277_001,8772497,2026-07-01,1,0,,0,2016-05-27
22688,PRODUCT_022399_001,6818787,2025-04-06,1,1,,0,2011-04-19
22689,PRODUCT_210563_001,8008309,2027-11-13,1,1,,0,2018-03-06
22690,PRODUCT_209905_003,10130580,2024-04-19,0,1,,0,2019-01-31
22697,PRODUCT_022068_003,8415363*PED,2027-01-18,0,0,,0,
22698,PRODUCT_022068_001,8163904*PED,2029-02-23,0,0,,0,
22708,PRODUCT_022341_001,8579869*PED,2023-12-30,0,0,,0,
22709,PRODUCT_022363_003,7022713*PED,2024-08-19,0,0,,0,
22710,PRODUCT_022363_003,8557993*PED,2024-08-02,0,0,,0,
22712,PRODUCT_022363_001,7022713*PED,2024-08-19,0,0,,0,
22713,PRODUCT_022450_001,9987238*PED,2029-05-13,0,0,,0,
22717,PRODUCT_200603_003,9174975*PED,2024-08-20,0,0,,0,
22718,PRODUCT_206321_001,9775953*PED,2027-01-17,0,0,,0,
22719,PRODUCT_205834_001,8633309*PED,2029-09-26,0,0,,0,
22720,PRODUCT_205834_001,8334270*PED,2028-09-21,0,0,,0,
22721,PRODUCT_205834_001,9511056*PED,2030-11-12,0,0,,0,
22722,PRODUCT_204671_001,8580765*PED,2028-09-21,0,0,,0,
22723,PRODUCT_204671_001,8633309*PED,2029-09-26,0,0,,0,
22724,PRODUCT_204671_001,8889159*PED,2029-09-26,0,0,,0,
22725,PRODUCT_204671_001,9085573*PED,2028-09-21,0,0,,0,
22729,PRODUCT_207589_001,10130640*PED,2031-12-10,0,0,,0,
22730,PRODUCT_209195_001,7964580*PED,2029-09-26,0,0,,0,
22731,PRODUCT_209195_001,8618076*PED,2031-06-11,0,0,,0,
22732,PRODUCT_209195_001,9284342*PED,2031-03-13,0,0,,0,
22733,PRODUCT_207027_002,7547719*PED,2026-01-13,0,0,,0,
22734,PRODUCT_206143_002,7867996*PED,2027-06-12,0,0,,0,
22741,PRODUCT_209501_002,10022447*PED,2027-05-02,0,0,,0,
22743,PRODUCT_208341_001,8334270*PED,2028-09-21,0,0,,0,
22744,PRODUCT_208341_001,8889159*PED,2029-09-26,0,0,,0,
22745,PRODUCT_207202_001,9060708,2029-03-05,0,1,,0,2017-12-12
22746,PRODUCT_210833_003,8603514,2024-04-03,0,1,,0,2018-11-30
22747,PRODUCT_207356_001,8642075,2026-12-05,0,1,,0,2018-10-24
22748,PRODUCT_207925_003,7495103,2027-05-20,1,1,,0,2019-05-29
22749,PRODUCT_208653_001,9549923,2030-07-01,1,1,,0,2018-03-22
22750,PRODUCT_210656_001,8431597,2028-06-29,0,1,,0,2018-12-18
22751,PRODUCT_209777_002,10314788,2028-08-12,0,1,,0,2019-07-10
22753,PRODUCT_204417_001,8470367,2027-10-31,0,1,,0,2019-01-11
22754,PRODUCT_208772_001,9012462,2031-04-28,1,0,,0,2017-05-26
22755,PRODUCT_200603_001,9907794,2026-05-26,0,1,,0,2018-03-19
22757,PRODUCT_019034_001,9731082,2032-04-23,0,1,,0,2018-02-05
22758,PRODUCT_021457_001,10086156,2031-05-18,0,1,,0,2018-10-17
22759,PRODUCT_204708_001,9861632,2031-03-25,0,0,U-1428,0,2018-01-25
22760,PRODUCT_208780_001,8420674,2027-12-18,0,0,U-2079,0,2017-02-10
22761,PRODUCT_204447_001,9125909,2027-06-15,0,0,U-2309,0,2018-05-24
22762,PRODUCT_204114_003,8835443,2025-06-10,0,0,U-1582,0,2014-10-07
22763,PRODUCT_204308_001,9968553,2032-11-06,0,0,U-1892,0,2018-06-01
22764,PRODUCT_202806_001,9233956,2029-05-04,0,0,U-2031,0,2016-02-24
22765,PRODUCT_207202_001,8847766,2030-03-29,0,1,U-2167,0,2017-12-12
22767,PRODUCT_202806_001,8703781,2030-10-15,1,1,U-2296,0,2015-05-22
22768,PRODUCT_202806_002,8835443,2025-06-10,0,0,U-2027,0,2017-07-18
22770,PRODUCT_202806_002,9233956,2029-05-04,0,0,U-2031,0,2016-02-24
22771,PRODUCT_202806_002,9233956,2029-05-04,0,0,U-2032,0,2016-02-24
22772,PRODUCT_207202_006,8945005,2029-08-19,0,1,U-2167,0,2017-12-12
22773,PRODUCT_204447_001,9125910,2027-06-15,0,0,U-2309,0,2018-05-24
22774,PRODUCT_207318_002,8618130,2024-01-15,0,0,U-1845,0,2018-07-25
22775,PRODUCT_203858_001,10016404,2025-03-07,0,0,U-1316,0,2018-08-02
22776,PRODUCT_205580_001,9572797,2031-01-28,0,0,U-1972,0,2018-08-01
22777,PRODUCT_210793_001,8921393,2024-01-15,0,0,U-1846,0,2018-07-25
22778,PRODUCT_210563_002,10016435,2031-06-03,0,0,U-1650,0,2018-08-02
22779,PRODUCT_209863_003,9950125,2036-09-04,0,1,U-2418,0,2018-10-24
22780,PRODUCT_207356_001,9895385,2035-05-15,0,0,U-2417,0,2018-10-24
22781,PRODUCT_207356_001,9827317,2024-04-08,0,1,U-2415,0,2018-10-24
22782,PRODUCT_210259_001,10167291,2036-07-01,0,1,U-2145,0,2019-01-24
22783,PRODUCT_208686_001,10154987,2036-03-25,0,0,U-1723,0,2019-01-04
22785,PRODUCT_207533_002,10238651,2035-03-19,0,0,U-2402,0,2019-04-08
22786,PRODUCT_207533_002,10226458,2032-03-19,0,0,U-543,0,2019-04-08
22787,PRODUCT_206143_001,7361650,2026-02-22,1,1,U-1694,0,2015-05-11
22788,PRODUCT_022036_001,10238620,2027-05-18,0,0,U-620,0,2019-04-08
22789,PRODUCT_208551_001,7816404,2029-04-17,0,0,U-1656,0,2017-03-27
22790,PRODUCT_208658_003,10258637,2034-04-03,0,0,U-2290,0,2019-04-30
22792,PRODUCT_207027_001,7795293,2023-05-21,0,0,U-1736,0,2015-09-21
22793,PRODUCT_207027_001,7547719,2025-07-13,1,1,U-1306,0,2015-09-21
22794,PRODUCT_212018_003,9464071,2031-04-28,0,0,U-2518,0,2019-05-03
22796,PRODUCT_204629_001,10258637,2034-04-03,0,0,U-2290,0,2019-04-30
22797,PRODUCT_206073_002,10258637,2034-04-03,0,0,U-2290,0,2019-04-30
22800,PRODUCT_208623_001,10251873,2038-05-30,0,0,U-2371,0,2019-05-07
22801,PRODUCT_207946_003,10143693,2036-04-05,0,0,U-2458,0,2018-12-18
22802,PRODUCT_204114_002,8703781,2030-10-15,1,1,U-2020,0,2015-05-22
22803,PRODUCT_209935_001,8962630,2029-12-09,0,0,U-2505,0,2017-05-19
22804,PRODUCT_208558_001,8912187,2024-03-12,0,0,U-2480,0,2017-09-15
22805,PRODUCT_208558_001,8912187,2024-03-12,0,0,U-2483,0,2017-09-15
22806,PRODUCT_209935_001,9416136,2029-08-20,0,0,U-2505,0,2017-05-19
22807,PRODUCT_209091_002,8501698,2027-06-20,0,1,U-493,0,2019-05-24
22808,PRODUCT_208558_001,8143241,2027-08-12,0,0,U-2480,0,2017-09-15
22809,PRODUCT_208558_002,8912187,2024-03-12,0,0,U-2480,0,2017-09-15
22810,PRODUCT_208558_002,8143241,2027-08-12,0,0,U-2483,0,2017-09-15
22811,PRODUCT_207103_002,7456168,2023-01-16,0,0,U-2515,0,2015-02-26
22812,PRODUCT_209091_002,8361972,2028-03-21,0,0,U-493,0,2019-05-24
22813,PRODUCT_210874_001,RE44186,2023-07-31,1,1,U-493,0,2019-05-24
22814,PRODUCT_208558_001,8859562,2031-08-04,0,0,U-2483,0,2017-09-15
22816,PRODUCT_022561_001,8377903,2026-05-31,0,0,U-2522,0,2019-05-28
22818,PRODUCT_209394_001,10028937,2030-06-10,0,0,U-2141,0,2018-08-24
22819,PRODUCT_211321_001,9289432,2028-01-18,0,1,U-2526,0,2019-05-31
22820,PRODUCT_210326_001,10188663,2034-02-14,0,1,U-2540,0,2019-06-19
22824,PRODUCT_207925_002,9670163,2026-12-28,0,1,U-2530,0,2017-07-05
22825,PRODUCT_207925_002,8629162,2025-06-24,0,0,U-2234,0,2018-02-22
22826,PRODUCT_207925_003,8629162,2025-06-24,0,0,U-2234,0,2019-05-29
22827,PRODUCT_207925_003,8354427,2026-07-06,0,0,U-1311,0,2019-05-29
22828,PRODUCT_209311_005,10292937,2032-03-23,0,0,U-2357,0,2019-06-20
22829,PRODUCT_022433_002,10300065,2036-01-27,0,0,U-2542,0,2019-06-24
22830,PRODUCT_205474_001,10105324,2035-11-13,1,1,U-2023,0,2018-11-16
22836,PRODUCT_021880_001,8404717,2023-04-11,0,0,U-1982,0,2013-04-10
22837,PRODUCT_021880_003,7968569,2023-10-07,0,0,U-1984,0,2011-07-14
22838,PRODUCT_021880_003,9101621,2023-05-15,0,0,U-1985,0,2015-08-26
22839,PRODUCT_021880_004,8404717,2023-04-11,0,0,U-1982,0,
22840,PRODUCT_021880_004,8741929,2028-03-08,0,0,U-1983,0,2014-06-17
22841,PRODUCT_022291_001,7547719,2025-07-13,1,1,U-2452,0,
22845,PRODUCT_022291_004,7795293,2023-05-21,0,0,U-2451,0,
22846,PRODUCT_210565_001,9532955,2033-05-03,0,0,U-2491,0,2018-09-10
22848,PRODUCT_202880_002,10092559,2034-09-12,0,0,U-55,0,2018-11-13
22849,PRODUCT_202880_005,10092559,2034-09-12,0,0,U-55,0,2018-11-13
22850,PRODUCT_208462_001,8530694,2027-08-06,1,1,U-2434,0,2015-12-14
22851,PRODUCT_208462_001,7442830,2029-11-20,1,1,U-2434,0,2015-12-14
22852,PRODUCT_208462_001,9233115,2024-08-12,0,0,U-2434,0,2016-02-08
22853,PRODUCT_208462_003,9175017,2029-06-16,0,0,U-2434,0,2015-12-14
22854,PRODUCT_204353_001,7943582,2029-02-26,1,1,U-2441,0,2014-09-04
22855,PRODUCT_204353_003,8222219,2025-04-11,0,0,U-493,0,2014-09-04
22856,PRODUCT_204353_004,8222219,2025-04-11,0,0,U-493,0,2014-09-04
22857,PRODUCT_205879_001,8513202,2027-12-03,1,1,U-2441,0,2016-10-14
22858,PRODUCT_205879_001,7943582,2029-02-26,1,1,U-2441,0,2016-10-14
22859,PRODUCT_205879_002,8513202,2027-12-03,1,1,U-2441,0,2016-10-14
22860,PRODUCT_204042_002,8222219,2025-04-11,0,0,U-2441,0,2013-04-16
22861,PRODUCT_204042_002,7943582,2029-02-26,1,1,U-2441,0,2013-04-16
22862,PRODUCT_204353_001,8222219,2025-04-11,0,0,U-2441,0,2014-09-04
22863,PRODUCT_204447_002,9278096,2032-03-21,0,0,U-2436,0,2018-11-13
22864,PRODUCT_202107_001,10151763,2037-01-18,0,0,U-1643,0,2018-12-12
22866,PRODUCT_206255_001,10206939,2034-03-13,0,0,U-1631,0,2019-02-19
22867,PRODUCT_208259_001,9931336,2034-03-14,1,1,U-1524,0,2019-03-28
22868,PRODUCT_208692_002,10034873,2031-07-18,0,0,U-2488,0,2019-02-12
22869,PRODUCT_211580_001,9421280,2025-11-24,0,0,U-2467,0,2018-12-20
22870,PRODUCT_211710_001,10005783,2029-10-21,0,0,U-2472,0,2018-12-20
22871,PRODUCT_210861_002,9447104,2029-10-21,0,0,U-2470,0,2018-12-20
22872,PRODUCT_207078_002,9913860,2033-10-22,1,0,U-2312,0,2019-01-23
22873,PRODUCT_208692_003,8497284,2024-09-24,0,0,U-2488,0,2016-05-24
22874,PRODUCT_205934_001,9763880,2033-09-30,0,0,U-2558,0,2019-06-28
22875,PRODUCT_205934_003,9763880,2033-09-30,0,0,U-2563,0,2019-06-28
22876,PRODUCT_205934_003,9763880,2033-09-30,0,0,U-2564,0,2019-06-28
22877,PRODUCT_208573_003,9174982,2030-05-26,0,0,U-2445,0,2016-05-04
22878,PRODUCT_203565_001,7754702,2028-02-15,0,0,U-1432,0,2013-09-12
22879,PRODUCT_205122_002,10363224,2033-03-19,0,0,U-766,0,2019-08-06
22880,PRODUCT_205834_001,10039779,2034-01-30,1,1,U-2370,0,2018-08-29
22881,PRODUCT_201635_001,10314790,2027-11-16,0,1,U-1675,0,2019-07-09
22882,PRODUCT_209637_001,10335462,2033-06-21,0,0,U-2580,0,2019-07-25
22883,PRODUCT_021880_001,9393238,2023-05-15,0,0,U-2550,0,2019-06-25
22884,PRODUCT_021880_001,8492406,2023-10-07,0,0,U-2550,0,2019-06-25
